code,date,close,max,low,avg,volume,turnover in BEST,total turnover
TNB,17.01.2018,13199.00,13200.00,13194.00,13198.50,326,4302712,4302712
TNB,18.01.2018,13280.00,13280.00,13200.00,13228.04,413,5463180,5463180
TNB,24.01.2018,13300.00,13300.00,13299.00,13299.94,122,1622593,1622593
TNB,26.01.2018,13350.00,13350.00,13350.00,13350.00,4,53400,53400
TNB,29.01.2018,13350.00,13350.00,13350.00,13350.00,100,1335000,1335000
TNB,30.01.2018,13350.00,13350.00,13350.00,13350.00,64,854400,854400
TNB,31.01.2018,13350.00,13350.00,13350.00,13350.00,413,5513550,5513550
TNB,01.02.2018,13350.00,13400.00,13350.00,13350.19,1.118,14925510,14925510
TNB,02.02.2018,13251.00,13350.00,13251.00,13346.79,154,2055405,2055405
TNB,06.02.2018,13300.00,13310.00,13150.00,13275.97,100,1327597,1327597
TNB,08.02.2018,13300.00,13300.00,13200.00,13294.10,339,4506700,4506700
TNB,09.02.2018,13498.00,13600.00,13300.00,13433.22,454,6098683,6098683
TNB,12.02.2018,13550.00,13590.00,13550.00,13583.04,115,1562050,1562050
TNB,13.02.2018,13401.00,13513.00,13401.00,13508.47,315,4255167,4255167
TNB,14.02.2018,13500.00,13513.00,13500.00,13501.16,1.245,16808949,16808949
TNB,15.02.2018,13551.00,13650.00,13551.00,13638.35,17,231852,231852
TNB,20.02.2018,13551.00,13603.00,13551.00,13581.59,68,923548,923548
TNB,22.02.2018,13724.00,13724.00,13724.00,13724.00,6,82344,82344
TNB,23.02.2018,14000.00,14155.00,13990.00,14052.14,28,393460,393460
TNB,27.02.2018,14100.00,14310.00,14000.00,14127.89,19,268430,268430
TNB,01.03.2018,14240.00,14240.00,14240.00,14240.00,31,441440,441440
TNB,02.03.2018,14300.00,14300.00,14250.00,14286.83,60,857210,857210
TNB,05.03.2018,14116.00,14116.00,14116.00,14116.00,173,2442068,2442068
TNB,06.03.2018,14500.00,14500.00,14300.00,14377.24,190,2731676,2731676
TNB,07.03.2018,14533.00,14533.00,14533.00,14533.00,89,1293437,1293437
TNB,08.03.2018,14499.00,14500.00,14499.00,14499.58,90,1304962,31240962
TNB,12.03.2018,14500.00,14500.00,14497.00,14499.36,124,1797921,31657921
TNB,13.03.2018,14500.00,14500.00,14500.00,14500.00,103,1493500,1493500
TNB,14.03.2018,14500.00,14500.00,14500.00,14500.00,70,1015000,1015000
TNB,15.03.2018,14500.00,14500.00,14499.00,14499.60,63,913475,913475
TNB,16.03.2018,14600.00,14600.00,14500.00,14536.25,113,1642596,1642596
TNB,19.03.2018,14500.00,14501.00,14500.00,14500.27,48,696013,696013
TNB,20.03.2018,14500.00,14500.00,14500.00,14500.00,84,1218000,1218000
TNB,21.03.2018,14499.00,14499.00,14499.00,14499.00,3,43497,43497
TNB,22.03.2018,14450.00,14450.00,14450.00,14450.00,16,231200,231200
TNB,23.03.2018,14020.00,14021.00,14020.00,14020.49,61,855250,855250
TNB,26.03.2018,14000.00,14000.00,14000.00,14000.00,196,2744000,2744000
TNB,27.03.2018,14000.00,14000.00,14000.00,14000.00,160,2240000,2240000
TNB,28.03.2018,13999.00,13999.00,13999.00,13999.00,274,3835726,3835726
TNB,29.03.2018,13580.00,13996.00,13580.00,13629.21,106,1444696,1444696
TNB,02.04.2018,13700.00,13800.00,13700.00,13798.87,353,4871000,4871000
TNB,04.04.2018,13997.00,13998.00,13997.00,13997.59,56,783865,783865
TNB,05.04.2018,14000.00,14000.00,13994.00,13994.60,405,5667815,5667815
TNB,10.04.2018,13700.00,13705.00,13700.00,13704.13,23,315195,315195
TNB,11.04.2018,12360.00,13575.00,12360.00,12753.85,707,9016972,9016972
TNB,12.04.2018,12500.00,12500.00,12499.00,12499.99,302,3774996,3774996
TNB,13.04.2018,12600.00,12610.00,12501.00,12559.27,277,3478918,3478918
TNB,17.04.2018,12900.00,12900.00,12650.00,12890.38,52,670300,670300
TNB,18.04.2018,13000.00,13000.00,13000.00,13000.00,20,260000,260000
TNB,19.04.2018,13150.00,13150.00,13150.00,13150.00,2,26300,26300
TNB,20.04.2018,13150.00,13150.00,13150.00,13150.00,30,394500,394500
TNB,23.04.2018,13000.00,13200.00,13000.00,13007.46,134,1743000,1743000
TNB,24.04.2018,13200.00,13200.00,13100.00,13146.43,28,368100,368100
TNB,25.04.2018,13500.00,13500.00,13200.00,13414.29,7,93900,93900
TNB,26.04.2018,12900.00,13250.00,12900.00,13023.97,131,1706140,1706140
TNB,27.04.2018,13000.00,13100.00,13000.00,13011.50,113,1470300,1470300
TNB,30.04.2018,13500.00,13500.00,13300.00,13333.33,60,800000,800000
TNB,02.05.2018,13801.00,13815.00,13500.00,13718.64,143,1961765,1961765
TNB,03.05.2018,14000.00,14010.00,14000.00,14001.43,70,980100,980100
TNB,04.05.2018,14000.00,14000.00,14000.00,14000.00,33,462000,462000
TNB,08.05.2018,13850.00,14000.00,13850.00,13887.50,40,555500,555500
TNB,09.05.2018,13800.00,13800.00,13800.00,13800.00,35,483000,483000
TNB,11.05.2018,13386.00,13501.00,13386.00,13485.28,69,930484,930484
TNB,14.05.2018,13086.00,13086.00,13081.00,13083.50,14,183169,183169
TNB,15.05.2018,13350.00,13350.00,13003.00,13292.02,42,558265,558265
TNB,16.05.2018,13301.00,13350.00,13301.00,13318.98,109,1451769,1451769
TNB,18.05.2018,13718.00,13718.00,13718.00,13718.00,30,411540,411540
TNB,21.05.2018,13500.00,13503.00,13500.00,13500.82,220,2970180,2970180
TNB,22.05.2018,13404.00,13500.00,13404.00,13488.48,370,4990736,4990736
TNB,23.05.2018,12929.00,12930.00,12929.00,12929.50,20,258590,258590
TNB,28.05.2018,12551.00,12551.00,12551.00,12551.00,5,62755,62755
TNB,30.05.2018,13000.00,13000.00,12722.00,12961.66,29,375888,375888
TNB,31.05.2018,13780.00,13780.00,13780.00,13780.00,1,13780,13780
TNB,04.06.2018,13500.00,13500.00,13500.00,13500.00,1,13500,13500
TNB,06.06.2018,13300.00,13500.00,13100.00,13267.71,232,3078108,3078108
TNB,07.06.2018,13350.00,13350.00,13350.00,13350.00,10,133500,133500
TNB,08.06.2018,13500.00,13500.00,13400.00,13477.31,216,2911100,2911100
TNB,11.06.2018,13302.00,13302.00,13302.00,13302.00,20,266040,266040
TNB,13.06.2018,13600.00,13600.00,13511.00,13575.33,101,1371108,1371108
TNB,18.06.2018,13600.00,13600.00,13525.00,13563.46,26,352650,352650
TNB,19.06.2018,13780.00,13780.00,13750.00,13774.92,59,812720,812720
TNB,21.06.2018,13800.00,13800.00,13780.00,13786.39,72,992620,992620
TNB,22.06.2018,14000.00,14000.00,13850.00,13946.70,80,1115736,1115736
TNB,25.06.2018,14299.00,14300.00,13990.00,14225.34,453,6444078,6444078
TNB,26.06.2018,14300.00,14300.00,14000.00,14003.57,84,1176300,1176300
TNB,27.06.2018,13800.00,13950.00,13800.00,13833.33,90,1245000,1245000
TNB,28.06.2018,14469.00,14469.00,13651.00,14320.52,771,11041122,11041122
TNB,02.07.2018,14299.00,14300.00,14001.00,14277.54,134,1913190,1913190
TNB,04.07.2018,14000.00,14210.00,14000.00,14042.98,198,2780510,2780510
TNB,05.07.2018,14000.00,14005.00,14000.00,14002.01,150,2100301,2100301
TNB,12.07.2018,14000.00,14050.00,13999.00,14000.14,109,1526015,1526015
TNB,18.07.2018,13700.00,13700.00,13700.00,13700.00,5,68500,68500
TNB,19.07.2018,13942.00,13942.00,13700.00,13889.69,147,2041785,2041785
TNB,20.07.2018,13942.00,13942.00,13942.00,13942.00,5,69710,69710
TNB,25.07.2018,13950.00,13950.00,13942.00,13945.06,505,7042255,7042255
TNB,01.08.2018,14100.00,14100.00,14100.00,14100.00,26,366600,366600
TNB,07.08.2018,14000.00,14000.00,14000.00,14000.00,30,420000,420000
TNB,09.08.2018,14000.00,14000.00,14000.00,14000.00,12,168000,168000
TNB,10.08.2018,14100.00,14100.00,14100.00,14100.00,23,324300,324300
TNB,13.08.2018,14002.00,14002.00,14000.00,14000.67,15,210010,210010
TNB,14.08.2018,14095.00,14095.00,14095.00,14095.00,12,169140,169140
TNB,16.08.2018,14195.00,14195.00,14195.00,14195.00,8,113560,113560
TNB,17.08.2018,14100.00,14200.00,14100.00,14130.00,10,141300,141300
TNB,20.08.2018,14100.00,14100.00,14100.00,14100.00,10,141000,141000
TNB,21.08.2018,14100.00,14100.00,14100.00,14100.00,18,253800,253800
TNB,22.08.2018,14002.00,14002.00,14001.00,14001.38,13,182018,182018
TNB,24.08.2018,14002.00,14003.00,14002.00,14002.87,115,1610330,1610330
TNB,27.08.2018,14000.00,14000.00,14000.00,14000.00,817,11438000,11438000
TNB,29.08.2018,14194.00,14194.00,14000.00,14016.17,12,168194,168194
TNB,30.08.2018,14000.00,14010.00,14000.00,14003.09,67,938207,938207
TNB,31.08.2018,14000.00,14000.00,14000.00,14000.00,20,280000,280000
TNB,03.09.2018,14000.00,14003.00,14000.00,14000.17,175,2450030,2450030
TNB,04.09.2018,14010.00,14010.00,14000.00,14000.66,304,4256200,4256200
TNB,05.09.2018,14002.00,14010.00,14002.00,14003.60,155,2170558,2170558
TNB,06.09.2018,14000.00,14002.00,14000.00,14000.71,70,980050,980050
TNB,11.09.2018,14000.00,14000.00,14000.00,14000.00,21,294000,294000
TNB,12.09.2018,14000.00,14000.00,14000.00,14000.00,20,280000,280000
TNB,13.09.2018,14000.00,14000.00,14000.00,14000.00,20,280000,280000
TNB,14.09.2018,14000.00,14000.00,13999.00,13999.97,185,2589995,2589995
TNB,17.09.2018,14000.00,14039.00,14000.00,14016.71,35,490585,490585
TNB,18.09.2018,14000.00,14000.00,14000.00,14000.00,10,140000,140000
TNB,19.09.2018,14400.00,14400.00,14400.00,14400.00,3,43200,5344200
TNB,20.09.2018,14000.00,14000.00,14000.00,14000.00,50,700000,30320000
TNB,21.09.2018,14010.00,14010.00,14000.00,14007.94,126,1765000,1765000
TNB,25.09.2018,14100.00,14100.00,14006.00,14065.49,158,2222348,2222348
TNB,26.09.2018,14100.00,14150.00,14100.00,14113.15,196,2766178,2766178
TNB,27.09.2018,14100.00,14100.00,14100.00,14100.00,2,28200,28200
TNB,28.09.2018,14350.00,14350.00,14101.00,14276.40,227,3240743,3240743
TNB,01.10.2018,14002.00,14002.00,14000.00,14001.84,293,4102540,4102540
TNB,02.10.2018,14250.00,14250.00,14100.00,14223.02,63,896050,896050
TNB,03.10.2018,14250.00,14250.00,14199.00,14200.52,86,1221245,1221245
TNB,04.10.2018,14000.00,14100.00,14000.00,14041.12,159,2232538,2232538
TNB,05.10.2018,14000.00,14000.00,13990.00,13994.59,37,517800,517800
TNB,08.10.2018,14000.00,14000.00,14000.00,14000.00,100,1400000,1400000
TNB,09.10.2018,14000.00,14000.00,14000.00,14000.00,220,3080000,3080000
TNB,12.10.2018,14000.00,14000.00,14000.00,14000.00,42,588000,588000
TNB,16.10.2018,14001.00,14001.00,13999.00,13999.95,905,12669953,12669953
TNB,17.10.2018,14300.00,14300.00,14200.00,14294.42,95,1357970,1357970
TNB,18.10.2018,14400.00,14400.00,14300.00,14357.66,79,1134255,1134255
TNB,19.10.2018,14700.00,14700.00,14700.00,14700.00,10,147000,147000
TNB,22.10.2018,15000.00,15490.00,14785.00,15271.57,1.929,29458855,29458855
TNB,24.10.2018,14814.00,14814.00,14814.00,14814.00,13,192582,192582
TNB,25.10.2018,14900.00,14900.00,14600.00,14870.24,85,1263970,31663970
TNB,29.10.2018,14700.00,14700.00,14700.00,14700.00,38,558600,558600
TNB,30.10.2018,14700.00,14700.00,14700.00,14700.00,31,455700,455700
TNB,31.10.2018,14800.00,14800.00,14800.00,14800.00,7,103600,103600
TNB,01.11.2018,15400.00,15400.00,14551.00,14869.38,8,118955,118955
TNB,06.11.2018,15000.00,15000.00,15000.00,15000.00,6,90000,90000
TNB,08.11.2018,14850.00,14900.00,14850.00,14858.33,60,891500,891500
TNB,09.11.2018,14800.00,14900.00,14552.00,14790.90,145,2144680,2144680
TNB,12.11.2018,14790.00,14790.00,14790.00,14790.00,10,147900,147900
TNB,13.11.2018,14800.00,14800.00,14800.00,14800.00,27,399600,399600
TNB,15.11.2018,14680.00,14680.00,14680.00,14680.00,4,58720,58720
TNB,20.11.2018,14553.00,14553.00,14553.00,14553.00,10,145530,145530
TNB,23.11.2018,14100.00,14100.00,14100.00,14100.00,10,141000,141000
TNB,28.11.2018,14500.00,14500.00,14100.00,14187.10,30,425613,425613
TNB,30.11.2018,14100.00,14200.00,14100.00,14149.79,151,2136618,2136618
TNB,03.12.2018,14000.00,14100.00,14000.00,14005.79,90,1260521,1260521
TNB,04.12.2018,14000.00,14000.00,14000.00,14000.00,25,350000,350000
TNB,06.12.2018,14000.00,14000.00,14000.00,14000.00,316,4424000,4424000
TNB,07.12.2018,14000.00,14000.00,13999.00,13999.95,105,1469995,1469995
TNB,10.12.2018,14000.00,14000.00,13999.00,13999.97,145,2029995,2029995
TNB,11.12.2018,14150.00,14150.00,14150.00,14150.00,60,849000,849000
TNB,12.12.2018,14150.00,14199.00,14150.00,14170.18,17,240893,240893
TNB,13.12.2018,14200.00,14200.00,14200.00,14200.00,38,539600,539600
TNB,14.12.2018,14200.00,14200.00,14150.00,14180.00,50,709000,6349000
TNB,17.12.2018,14150.00,14150.00,14101.00,14127.73,22,310810,310810
TNB,20.12.2018,14099.00,14100.00,14099.00,14099.31,29,408880,408880
TNB,24.12.2018,14080.00,14080.00,14020.00,14054.47,47,660560,660560
TNB,25.12.2018,14001.00,14080.00,14001.00,14057.89,64,899705,899705
TNB,26.12.2018,14050.00,14050.00,14050.00,14050.00,106,1489300,1489300
TNB,27.12.2018,14200.00,14200.00,14100.00,14187.94,126,1787680,1787680
TNB,28.12.2018,14100.00,14100.00,14100.00,14100.00,60,846000,846000
TNB,02.01.2019,14200.00,14200.00,14200.00,14200.00,9,127800,127800
TNB,04.01.2019,14250.00,14250.00,14250.00,14250.00,5,71250,71250
TNB,09.01.2019,14420.00,14440.00,14400.00,14413.03,132,1902520,1902520
TNB,11.01.2019,14650.00,14650.00,14450.00,14538.89,90,1308500,1308500
TNB,14.01.2019,14975.00,14975.00,14900.00,14969.10,106,1586725,1586725
TNB,15.01.2019,14949.00,14950.00,14588.00,14840.66,100,1484066,1484066
TNB,17.01.2019,14997.00,15000.00,14890.00,14992.06,201,3013405,3013405
TNB,18.01.2019,14990.00,14990.00,14989.00,14989.86,70,1049290,1049290
TNB,23.01.2019,14900.00,14900.00,14900.00,14900.00,3,44700,44700
TNB,24.01.2019,14800.00,14900.00,14800.00,14850.00,14,207900,207900
TNB,25.01.2019,15200.00,15550.00,14990.00,15040.09,116,1744650,1744650
TNB,28.01.2019,15491.00,15491.00,15491.00,15491.00,10,154910,154910
TNB,29.01.2019,15300.00,15300.00,15300.00,15300.00,30,459000,459000
TNB,30.01.2019,15300.00,15300.00,15300.00,15300.00,30,459000,459000
TNB,06.02.2019,15200.00,15200.00,15150.00,15192.86,35,531750,531750
TNB,12.02.2019,15192.00,15192.00,15192.00,15192.00,5,75960,75960
TNB,13.02.2019,15250.00,15250.00,15192.00,15230.67,15,228460,228460
TNB,15.02.2019,15300.00,15301.00,15300.00,15300.44,36,550816,550816
TNB,19.02.2019,15500.00,15500.00,15350.00,15495.99,187,2897750,2897750
TNB,20.02.2019,15500.00,15500.00,15500.00,15500.00,17,263500,263500
TNB,25.02.2019,15500.00,15500.00,15500.00,15500.00,16,248000,248000
TNB,26.02.2019,15400.00,15500.00,15400.00,15450.00,18,278100,278100
TNB,27.02.2019,15400.00,15400.00,15400.00,15400.00,5,77000,77000
TNB,05.03.2019,15160.00,15160.00,15160.00,15160.00,2,30320,30320
TNB,06.03.2019,15400.00,15400.00,15300.00,15357.58,99,1520400,1520400
TNB,07.03.2019,15500.00,15500.00,15399.00,15447.30,115,1776440,1776440
TNB,08.03.2019,15500.00,15800.00,15500.00,15666.67,9,141000,141000
TNB,11.03.2019,15500.00,15500.00,15500.00,15500.00,80,1240000,1240000
TNB,12.03.2019,15400.00,15500.00,15400.00,15495.34,73,1131160,1131160
TNB,13.03.2019,15800.00,15800.00,15500.00,15553.85,39,606600,606600
TNB,14.03.2019,15500.00,15501.00,15500.00,15500.08,178,2759015,2759015
TNB,15.03.2019,15500.00,15780.00,15500.00,15596.44,73,1138540,1138540
TNB,26.03.2019,15596.00,15596.00,15500.00,15587.27,22,342920,342920
TNB,29.03.2019,15300.00,15300.00,15300.00,15300.00,20,306000,306000
TNB,01.04.2019,15500.00,15500.00,15500.00,15500.00,10,155000,155000
TNB,02.04.2019,15500.00,15500.00,15490.00,15497.50,40,619900,619900
TNB,05.04.2019,15300.00,15300.00,15300.00,15300.00,10,153000,153000
TNB,09.04.2019,15400.00,15400.00,15400.00,15400.00,1,15400,15400
TNB,10.04.2019,15200.00,15205.00,15120.00,15198.50,184,2796524,2796524
TNB,17.04.2019,15500.00,15500.00,15490.00,15498.90,159,2464325,48080825
TNB,18.04.2019,15500.00,15500.00,15500.00,15500.00,10,155000,155000
TNB,19.04.2019,15600.00,15690.00,15600.00,15613.40,94,1467660,1467660
TNB,22.04.2019,15690.00,15690.00,15600.00,15615.00,36,562140,562140
TNB,23.04.2019,15602.00,15602.00,15600.00,15601.74,23,358840,358840
TNB,24.04.2019,15899.00,15899.00,15799.00,15815.56,63,996380,996380
TNB,25.04.2019,16000.00,16000.00,15899.00,15965.40,126,2011640,2011640
TNB,02.05.2019,16400.00,16400.00,16400.00,16400.00,225,3690000,3690000
TNB,03.05.2019,16300.00,16372.00,16300.00,16344.54,118,1928656,1928656
TNB,06.05.2019,16250.00,16250.00,16250.00,16250.00,20,325000,325000
TNB,07.05.2019,16372.00,16372.00,16370.00,16371.22,54,884046,884046
TNB,08.05.2019,16450.00,16450.00,16372.00,16383.41,328,5373760,5373760
TNB,09.05.2019,16400.00,16401.00,16400.00,16400.04,400,6560014,6560014
TNB,10.05.2019,16637.00,16675.00,16400.00,16593.76,406,6737068,6737068
TNB,13.05.2019,16675.00,16675.00,16600.00,16672.83,297,4951830,4951830
TNB,14.05.2019,16650.00,16675.00,16650.00,16655.27,167,2781430,2781430
TNB,15.05.2019,16720.00,16737.00,16719.00,16723.95,81,1354640,1354640
TNB,16.05.2019,16780.00,16800.00,16720.00,16764.18,357,5984811,5984811
TNB,17.05.2019,16998.00,17000.00,16750.00,16947.62,311,5270709,5270709
TNB,20.05.2019,17200.00,17200.00,17000.00,17094.49,127,2171000,2171000
TNB,21.05.2019,17000.00,17250.00,17000.00,17155.48,524,8989472,8989472
TNB,22.05.2019,17000.00,17001.00,17000.00,17000.42,64,1088027,1088027
TNB,23.05.2019,17000.00,17240.00,17000.00,17109.09,22,376400,376400
TNB,27.05.2019,17000.00,17200.00,17000.00,17012.79,172,2926200,54866200
TNB,28.05.2019,17000.00,17000.00,16960.00,16976.36,22,373480,373480
TNB,29.05.2019,17000.00,17000.00,16997.00,16998.04,491,8346037,8346037
TNB,30.05.2019,16812.00,16980.00,16812.00,16965.92,60,1017955,4247955
TNB,31.05.2019,16850.00,16930.00,16800.00,16864.84,605,10203230,10203230
TNB,03.06.2019,16811.00,16980.00,16810.00,16849.60,280,4717888,4717888
TNB,05.06.2019,16860.00,16949.00,16850.00,16867.61,326,5498842,5498842
TNB,06.06.2019,16900.00,16950.00,16900.00,16924.78,197,3334182,3334182
TNB,07.06.2019,16850.00,16990.00,16850.00,16858.97,429,7232496,7232496
TNB,10.06.2019,16900.00,17000.00,16900.00,16966.17,405,6871300,6871300
TNB,11.06.2019,16850.00,16856.00,16601.00,16796.89,408,6853131,6853131
TNB,12.06.2019,15120.00,15120.00,15120.00,15120.00,10,151200,151200
TNB,18.06.2019,15500.00,15500.00,15500.00,15500.00,30,465000,465000
TNB,20.06.2019,15499.00,15500.00,15499.00,15499.05,40,619962,619962
TNB,21.06.2019,15499.00,15499.00,15499.00,15499.00,5,77495,77495
TNB,24.06.2019,15400.00,15400.00,15350.00,15399.23,65,1000950,1000950
TNB,25.06.2019,15300.00,15400.00,15300.00,15341.67,12,184100,184100
TNB,26.06.2019,15500.00,15500.00,15500.00,15500.00,10,155000,155000
TNB,27.06.2019,15500.00,15501.00,15500.00,15500.12,51,790506,790506
TNB,28.06.2019,15500.00,15700.00,15500.00,15683.87,62,972400,972400
TNB,01.07.2019,15999.00,15999.00,15999.00,15999.00,5,79995,79995
TNB,02.07.2019,15700.00,15701.00,15700.00,15700.28,106,1664230,1664230
TNB,03.07.2019,15950.00,15950.00,15900.00,15916.13,31,493400,493400
TNB,04.07.2019,15900.00,15900.00,15900.00,15900.00,18,286200,286200
TNB,08.07.2019,15700.00,15800.00,15700.00,15712.24,116,1822620,1822620
TNB,09.07.2019,15700.00,15700.00,15699.00,15699.51,128,2009537,2009537
TNB,10.07.2019,15700.00,15700.00,15700.00,15700.00,10,157000,157000
TNB,11.07.2019,15800.00,15800.00,15800.00,15800.00,18,284400,284400
TNB,12.07.2019,15800.00,15800.00,15800.00,15800.00,18,284400,284400
TNB,15.07.2019,15901.00,15901.00,15900.00,15900.35,85,1351530,1351530
TNB,16.07.2019,15950.00,15950.00,15949.00,15949.88,97,1547138,1547138
TNB,17.07.2019,15950.00,15950.00,15950.00,15950.00,144,2296800,2296800
TNB,19.07.2019,15950.00,15950.00,15949.00,15949.95,20,318999,318999
TNB,22.07.2019,15950.00,15950.00,15948.00,15949.62,37,590136,590136
TNB,23.07.2019,16000.00,16000.00,15998.00,15999.59,92,1471962,1471962
TNB,24.07.2019,16000.00,16000.00,15999.00,15999.80,15,239997,239997
TNB,26.07.2019,15998.00,15998.00,15998.00,15998.00,35,559930,559930
TNB,30.07.2019,15950.00,15951.00,15950.00,15950.08,133,2121360,2121360
TNB,31.07.2019,16000.00,16000.00,15999.00,15999.20,220,3519825,3519825
TNB,01.08.2019,16200.00,16200.00,16010.00,16081.25,80,1286500,1286500
TNB,05.08.2019,16600.00,16600.00,16500.00,16554.55,55,910500,910500
TNB,06.08.2019,16600.00,16600.00,16600.00,16600.00,5,83000,83000
TNB,07.08.2019,16799.00,16800.00,16650.00,16721.00,19,317699,317699
TNB,09.08.2019,16500.00,16700.00,16500.00,16590.91,44,730000,730000
TNB,12.08.2019,16500.00,16500.00,16500.00,16500.00,5,82500,82500
TNB,14.08.2019,16500.00,16500.00,16500.00,16500.00,25,412500,412500
TNB,15.08.2019,16490.00,16500.00,16490.00,16498.54,41,676440,676440
TNB,16.08.2019,16500.00,16500.00,16300.00,16349.04,57,931895,931895
TNB,20.08.2019,16750.00,16750.00,16500.00,16578.57,105,1740750,1740750
TNB,21.08.2019,16800.00,16800.00,16750.00,16785.00,20,335700,335700
TNB,22.08.2019,16800.00,16800.00,16800.00,16800.00,132,2217600,2217600
TNB,23.08.2019,16300.00,16850.00,16300.00,16388.19,601,9849305,9849305
TNB,26.08.2019,16904.00,16904.00,16800.00,16896.57,42,709656,709656
TNB,27.08.2019,17000.00,17000.00,17000.00,17000.00,36,612000,612000
TNB,29.08.2019,17000.00,17000.00,17000.00,17000.00,63,1071000,1071000
TNB,30.08.2019,16870.00,16999.00,16870.00,16932.11,57,965130,965130
TNB,02.09.2019,16900.00,16901.00,16889.00,16892.20,326,5506856,5506856
TNB,03.09.2019,17000.00,17000.00,16900.00,16950.00,20,339000,339000
TNB,04.09.2019,17000.00,17000.00,16990.00,16999.23,206,3501841,3501841
TNB,05.09.2019,17000.00,17000.00,17000.00,17000.00,204,3468000,3468000
TNB,06.09.2019,17000.00,17000.00,17000.00,17000.00,59,1003000,1003000
TNB,10.09.2019,16950.00,16950.00,16950.00,16950.00,4,67800,67800
TNB,11.09.2019,16950.00,16955.00,16950.00,16951.36,55,932325,932325
TNB,12.09.2019,16900.00,16900.00,16900.00,16900.00,12,202800,202800
TNB,13.09.2019,16980.00,16990.00,16980.00,16985.26,57,968160,968160
TNB,16.09.2019,16980.00,16980.00,16980.00,16980.00,11,186780,186780
TNB,17.09.2019,17000.00,17000.00,17000.00,17000.00,3,51000,51000
TNB,19.09.2019,16800.00,17000.00,16800.00,16800.92,434,7291600,7291600
TNB,20.09.2019,16950.00,17000.00,16803.00,16816.26,356,5986590,5986590
TNB,23.09.2019,17050.00,17050.00,17050.00,17050.00,5,85250,85250
TNB,24.09.2019,16900.00,17000.00,16900.00,16922.96,214,3621513,3621513
TNB,25.09.2019,16900.00,16900.00,16808.00,16888.50,80,1351080,1351080
TNB,26.09.2019,16900.00,16900.00,16900.00,16900.00,5,84500,84500
TNB,27.09.2019,16850.00,16851.00,16850.00,16850.57,174,2932000,2932000
TNB,30.09.2019,16850.00,16850.00,16850.00,16850.00,10,168500,168500
TNB,01.10.2019,16850.00,16850.00,16850.00,16850.00,34,572900,572900
TNB,02.10.2019,16850.00,16850.00,16850.00,16850.00,11,185350,185350
TNB,04.10.2019,16900.00,16900.00,16849.00,16858.89,81,1365570,1365570
TNB,07.10.2019,16850.00,16850.00,16799.00,16824.86,14,235548,235548
TNB,08.10.2019,16800.00,16850.00,16799.00,16800.46,116,1948853,1948853
TNB,09.10.2019,16650.00,16800.00,16650.00,16740.48,25,418512,418512
TNB,14.10.2019,16500.00,16650.00,16500.00,16587.50,24,398100,398100
TNB,17.10.2019,16200.00,16403.00,16100.00,16218.58,72,1167738,1167738
TNB,21.10.2019,16200.00,16200.00,16100.00,16154.55,44,710800,49010800
TNB,22.10.2019,16360.00,16400.00,16360.00,16390.27,111,1819320,1819320
TNB,24.10.2019,16600.00,16700.00,16400.00,16547.37,57,943200,943200
TNB,25.10.2019,16600.00,16600.00,16500.00,16542.83,82,1356512,1356512
TNB,28.10.2019,16600.00,16601.00,16600.00,16600.38,16,265606,265606
TNB,29.10.2019,16700.00,16700.00,16500.00,16508.41,309,5101100,5101100
TNB,30.10.2019,16500.00,16500.00,16500.00,16500.00,62,1023000,1023000
TNB,31.10.2019,16502.00,16600.00,16502.00,16551.00,60,993060,993060
TNB,01.11.2019,16500.00,16500.00,16500.00,16500.00,170,2805000,2805000
TNB,04.11.2019,16600.00,16600.00,16500.00,16504.35,115,1898000,1898000
TNB,05.11.2019,16600.00,16600.00,16600.00,16600.00,154,2556400,2556400
TNB,07.11.2019,16600.00,16650.00,16600.00,16612.69,197,3272700,3272700
TNB,08.11.2019,16600.00,16600.00,16600.00,16600.00,14,232400,232400
TNB,11.11.2019,16600.00,16601.00,16600.00,16600.04,52,863202,863202
TNB,13.11.2019,16599.00,16600.00,16599.00,16599.70,161,2672552,2672552
TNB,14.11.2019,16598.00,16600.00,16598.00,16598.92,38,630759,630759
TNB,15.11.2019,16500.00,16600.00,16500.00,16521.30,222,3667729,8617729
TNB,18.11.2019,16500.00,16500.00,16500.00,16500.00,73,1204500,1204500
TNB,19.11.2019,16500.00,16500.00,16500.00,16500.00,102,1683000,1683000
TNB,20.11.2019,16400.00,16450.00,16360.00,16394.34,53,868900,868900
TNB,21.11.2019,16400.00,16400.00,16400.00,16400.00,146,2394400,2394400
TNB,22.11.2019,16600.00,16601.00,16600.00,16600.18,280,4648050,4648050
TNB,25.11.2019,16600.00,16600.00,16600.00,16600.00,100,1660000,3805000
TNB,26.11.2019,16600.00,16600.00,16600.00,16600.00,95,1577000,1577000
TNB,27.11.2019,16600.00,16600.00,16600.00,16600.00,202,3353200,3353200
TNB,28.11.2019,16500.00,16500.00,16490.00,16498.87,177,2920300,2920300
TNB,29.11.2019,16450.00,16480.00,16450.00,16464.00,15,246960,246960
TNB,02.12.2019,16500.00,16500.00,16500.00,16500.00,128,2112000,2112000
TNB,03.12.2019,16600.00,16600.00,16599.00,16599.75,8,132798,132798
TNB,04.12.2019,16600.00,16600.00,16600.00,16600.00,80,1328000,1328000
TNB,05.12.2019,16600.00,16600.00,16600.00,16600.00,235,3901000,3901000
